0.000000 8.000000 0.030697 0.009579 0.000000
1.000000 8.000000 0.028442 0.007962 0.000000
2.000000 8.000000 0.027196 0.027078 0.000000
3.000000 7.200000 0.014319 0.001014 0.000000
4.000000 8.000000 0.013826 0.000956 0.000000
5.000000 8.000000 0.013886 0.000699 0.000000
6.000000 8.000000 0.013733 0.000689 0.000000
7.000000 8.000000 0.013731 0.000986 0.000000
8.000000 8.000000 0.014180 0.000850 0.000000
9.000000 8.000000 0.013895 0.000695 0.000000
10.000000 8.000000 0.013854 0.000714 0.000000
11.000000 8.000000 0.013702 0.000674 0.000000
12.000000 8.000000 0.013897 0.000837 0.000000
13.000000 8.000000 0.014307 0.000686 0.000000
14.000000 8.000000 0.013474 0.000660 0.000000
15.000000 8.000000 0.014154 0.000556 0.000000
16.000000 8.000000 0.013926 0.000960 0.000000
17.000000 8.000000 0.013659 0.000895 0.000000
18.000000 7.200000 0.013661 0.000679 0.000000
19.000000 8.000000 0.014066 0.000584 0.000000
20.000000 8.000000 0.014104 0.000781 0.000000
21.000000 8.000000 0.013780 0.000379 0.000000
22.000000 8.000000 0.013670 0.000634 0.000000
23.000000 8.000000 0.013715 0.000866 0.000000
24.000000 8.000000 0.013687 0.000575 0.000000
25.000000 8.000000 0.013731 0.000822 0.000000
26.000000 8.000000 0.013555 0.000821 0.000000
27.000000 8.000000 0.013847 0.000767 0.000000
28.000000 8.000000 0.013705 0.000932 0.000000
29.000000 4.800000 0.013728 0.000683 0.000000
30.000000 0.000000 0.000000 0.000000 0.000000
31.000000 0.000000 0.000000 0.000000 0.000000
32.000000 0.000000 0.000000 0.000000 0.000000
33.000000 0.000000 0.000000 0.000000 0.000000
34.000000 7.200000 0.047396 0.007649 43.000000
35.000000 6.400000 0.073549 0.027429 0.000000
36.000000 7.200000 0.051164 0.033540 0.000000
37.000000 8.000000 0.024532 0.000653 0.000000
38.000000 8.000000 0.023969 0.000822 0.000000
39.000000 8.000000 0.024066 0.001198 0.000000
40.000000 8.000000 0.023940 0.001098 0.000000
41.000000 8.000000 0.024349 0.000961 0.000000
42.000000 8.000000 0.024100 0.000315 0.000000
43.000000 7.200000 0.024108 0.000414 0.000000
44.000000 8.000000 0.023873 0.000976 0.000000
45.000000 8.000000 0.024008 0.000640 0.000000
46.000000 7.200000 0.024134 0.000404 0.000000
47.000000 8.000000 0.024190 0.001021 0.000000
48.000000 8.000000 0.023957 0.001065 0.000000
49.000000 8.000000 0.024375 0.001270 0.000000
50.000000 8.000000 0.024240 0.000974 0.000000
51.000000 8.000000 0.024203 0.000921 0.000000
52.000000 7.200000 0.023977 0.000682 0.000000
53.000000 8.000000 0.024810 0.001136 0.000000
54.000000 8.000000 0.023860 0.000917 0.000000
55.000000 8.000000 0.024026 0.000616 0.000000
56.000000 7.200000 0.028484 0.003050 0.000000
57.000000 7.200000 0.087253 0.069404 0.000000
58.000000 8.000000 0.023846 0.000743 0.000000
59.000000 8.000000 0.024615 0.000460 0.000000
